ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	4.510089517229078	4.510089517229078	4.510089517229078	4.510089517229078
1	10.136896961122872	3.31796143438472	7.2503047585344245	11.182648082684139
2	13.396868013548474	3.0686984359163523	9.902753647018868	16.539625652809015
3	14.741779566622958	1.6118678315438706	11.157041154491631	20.445819121662527
4	16.64892477895734	0.8015691775943868	11.411446063547542	21.791587900803602
5	22.034316283626453	1.526005950684036	14.785558640682389	27.52414419924423
6	23.26827595553042	0.7044939621254841	16.033605661889176	30.723369843270916
7	18.729552582577078	-4.06387415817332	13.765296227285024	30.513119525296037
8	22.176971602963913	-7.405035970499021	13.034429005002156	32.29578676817861
9	21.576337946588076	-8.05386109879851	12.972900105315539	33.10546267219992
10	20.38829966775014	-11.1715343485061	11.642642103181855	32.76173540596958
11	24.170794479473013	-10.956220212059796	12.839982348033871	34.52542076793878
12	26.13183370284938	-11.696002427811624	13.356964683634246	36.92068453891178
13	24.638317020017453	-12.607329834027171	12.510458897167409	35.82288774876135
14	23.77597350881332	-14.207951756096138	12.404391395488837	37.02995521072213
15	19.526167163698478	-16.29762418262576	10.333371882468539	34.487190359015415
16	23.08466030562985	-16.57006957947522	11.095742057636434	36.13611860843065
17	25.83295925782598	-16.186594322852372	11.694092818989535	37.811479829553676
18	23.110474132930243	-15.660013079232911	11.377371727878007	37.316922572000834
19	24.40399092615844	-15.136868563466138	11.707157835889705	37.99000301958897
20	23.955357704537082	-15.751303030755643	11.54097679841969	38.579679679177644
21	22.16225330940611	-16.582939214615116	11.321149647565292	38.589217522369005
22	25.316294065651462	-15.97909835307285	12.047340761852407	39.200605430626894
23	30.699233901070418	-15.328939111092383	13.719541763940034	42.20843896283902
24	34.001303676628154	-13.783377825704035	15.211289058493525	44.34406110290701
25	30.53485388919436	-12.159297300084534	15.47750548285716	43.11464699719504
26	29.982183968207444	-11.272821111854451	15.920012643606194	43.38947454854586
27	32.15441773600642	-10.109958385704456	16.91839267989703	44.300774899833975
28	30.70295204430941	-9.90692643902692	17.12845822639991	44.559729050608254
