ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
29	31.796325543134756	-7.784058892361508	18.067912041032656	44.98103033725286
30	32.48251643007395	-7.092739383027777	18.69969782970141	45.61143233934042
31	32.64105348168717	-5.1843557389199075	19.39281149107128	45.4128084074903
32	31.862213898425946	-4.18501666346996	19.7717319250393	45.5927049766605
33	30.45135133345959	-3.8431987161128434	19.92528365750648	45.41725675428713
34	31.795431094708935	-3.684517232611815	20.556961637524726	46.08646519716883
35	34.953851964143766	-2.104370915094966	21.90240974484253	47.30857768339204
36	32.02217040195134	-1.8562411223853017	22.569047749303127	47.84325100637916
37	34.07652588383082	-0.10708794888539183	23.250038729835	47.72059910276113
38	34.51924296694933	1.470281847861957	23.71170763769981	47.449425242406136
39	31.36496583328325	1.4121475860126482	23.628891277924406	47.251607941101305
40	32.25055137051407	2.616216247626509	23.96711484694394	46.64676187262819
41	32.07614462249469	2.87765033798324	24.60921376890909	48.574439617365
42	33.165427807401784	4.242899963862015	25.031378340757204	48.399511449805075
43	30.99058122671706	4.13820260655919	24.79906672780993	47.808761140635355
44	31.339342652010146	3.8060588330718432	25.061877016833904	49.365029221189445
45	32.61063513193819	4.030786314179875	24.853574125433397	48.35295832229011
46	34.08446294436119	4.785600841364543	25.141312783182535	47.56516593056776
47	31.724198888152223	3.853578975647761	25.11838017926807	47.791810821871096
48	32.8569086647598	5.198634831894801	25.352795569615566	47.473713988391495
49	34.46374887335186	4.652754212810606	26.053388896451153	49.89896383127575
50	34.31236958923424	5.745245925298004	25.815819352831337	48.13496444518209
51	36.45797923939132	6.37535032886467	26.541582473418906	49.55547200946805
52	32.40902386507514	5.954575998151649	26.595320290910944	49.189336636252605
53	36.40055869575373	6.18664533333255	27.566232110443444	51.55244132142459
54	34.32364155889431	7.416108702124502	27.488012056809062	49.33086500548925
55	36.90407065791641	8.3173060723533	27.935646201262802	50.052281077583665
56	33.21892992544622	8.474104138416864	27.602467051060575	48.68249629800389
57	37.11711853405741	9.906059140751632	28.44572350466039	49.362483555442566
58	38.037837120245236	10.78826112968757	28.960811069161092	49.89412814904104
59	37.56612616095477	10.860109419701644	29.177686055460363	50.23239707593246
60	39.367551725526724	11.299729899442806	29.804234894604882	50.61033195229703
61	39.83119878637948	11.739262746880225	30.177330214386764	50.89779281727586
62	36.218491223952604	10.449464584809858	29.982394380753732	51.52530468839223
63	35.29907418785717	10.985725026552124	30.09015235231353	51.8214237193495
64	35.84357099729615	11.44281948146595	30.000084480318783	50.5552880306733
65	38.01102840342447	11.038366284199764	30.530157455521806	52.57043767801768
66	37.6971419282708	11.794828623525985	30.418882060333292	50.988808065667705
67	39.3851143634497	12.187393453815693	30.87996180364962	51.46835309932343
68	38.314018662840425	12.615385766853997	30.993918695118726	51.66015656618336
69	35.35651157028909	11.56152117699332	30.702415796857828	51.66226493290003
70	37.614684150076904	12.499202192315966	31.437621019003743	52.741445673248016
71	40.06441459862993	13.687591678619821	31.98343182458961	53.14553441163414
72	39.6476082801746	13.095969551315724	31.893499946198304	52.47020974030008
73	36.50312801889046	12.906696351209082	31.63835870478233	52.09530185007056
74	36.82108526386477	11.905047496953053	31.767035681719783	53.74839566618909
75	38.19182702983783	13.31119399058161	32.17946354066532	53.3472425298594
76	36.13900524646686	13.086978599606732	32.0809486989903	52.82830601195199
77	39.290233514806204	13.2328125253663	32.61167020560934	54.012112166251754
78	37.39265687704115	12.41925868092447	32.26964626894889	54.132459853375686
79	43.60053262484309	13.785836779143366	33.26183837515051	55.48086282425049
80	41.1697680474962	13.601692392246886	33.113478749175165	54.74898415283055
81	39.806360670665526	14.067739658177713	33.00748791183933	54.00799468974466
82	38.47907620259294	13.573605586711558	33.10298545139387	53.90435985367828
83	40.635073002592584	14.115320667399377	33.479354043249714	54.72396164972977
84	45.628663111806475	15.39063411236732	34.40077091464045	55.792155466999866
85	40.22451955034154	15.618015227051782	33.822684079012326	54.473383152435105
86	40.71144324331291	15.394743889849387	34.09281374737773	54.50741381754107
87	42.43456402426589	16.581218207715796	34.512487069937414	55.44310359582762
88	39.24188322386192	15.970628829778095	33.921585627851975	53.539059332984294
89	41.930000746462476	16.06829015806994	34.36410130404629	54.385111374960786
90	43.180584535980266	17.777250536818194	34.85373763870831	54.364877602561954
91	41.01760168427922	17.532304411321388	34.830089272655094	53.90578817036737
92	42.20952511576055	18.26772489573481	35.299010944066566	54.49380035081545
93	44.32460959703477	18.776690108132335	35.68845752654267	54.48419359899803
94	41.25414826594365	18.11640160015778	35.4977367484186	55.26891585258415
95	39.16037547479182	17.971969998341947	35.06660197240374	54.04013919917883
96	40.69136945631476	17.71005772225161	35.23094572876828	53.92776422609822
97	42.45952315082475	17.79514648885363	35.50671631740818	55.0883808054568
98	42.07457446665112	18.351869148024196	35.64451282505924	54.88075085977831
99	40.73855580432661	18.431531216141426	35.446527020132194	54.70375880042704
100	43.69129615178044	19.220632840847085	36.11722623166057	55.25682247770525
