carrierId	shipmentId	driverId	vehicleId	onTimePickup	onTimeDelivery	pickupTime	deliveryTime	deliveryDurationedeka_VERBRAUCHERMARKT_FRISCHE	303_edeka	?-1	-1	false	false	0.0	0.0	0.029039.46874699796
edeka_VERBRAUCHERMARKT_FRISCHE	304_edeka	?-1	-1	false	false	0.0	0.0	0.034701.30692113547
