VehicleId	VehicleType	CarrierId	DriverID	serviceTime	roadTime	travelDistance	vehicleCost	legCount
freight_kaufland_VERBRAUCHERMARKT_FRISCHE_veh_heavy26t_49046_3	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_kaufland_VERBRAUCHERMARKT_FRISCHE_veh_heavy26t_49046_3	44258.0	17774.0	241489.52009351068	74.70537846265223	7
freight_lidl_DISCOUNTER_FRISCHE_veh_heavy26t_159381_20	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_lidl_DISCOUNTER_FRISCHE_veh_heavy26t_159381_20	28174.0	9903.0	35784.36501639203	-24.549175439017354	11
freight_lidl_DISCOUNTER_FRISCHE_veh_heavy26t_159381_21	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_lidl_DISCOUNTER_FRISCHE_veh_heavy26t_159381_21	68426.0	30393.0	123392.96625395564	-66.25241260984977	21
freight_kaufland_VERBRAUCHERMARKT_FRISCHE_veh_heavy26t_49046_0	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_kaufland_VERBRAUCHERMARKT_FRISCHE_veh_heavy26t_49046_0	73474.0	33110.0	365057.92229927424	82.34980794051414	9
freight_kaufland_VERBRAUCHERMARKT_TIEFKUEHL_veh_heavy26t_frozen_49046_0	org.matsim.vehicles.VehicleType@3ce53f6a	-1	freight_kaufland_VERBRAUCHERMARKT_TIEFKUEHL_veh_heavy26t_frozen_49046_0	58698.0	24514.0	243658.15377139434	43.13236302683394	13
freight_aldi_DISCOUNTER_TROCKEN_veh_medium18t_electro_112787_0	org.matsim.vehicles.VehicleType@19650aa6	-1	freight_aldi_DISCOUNTER_TROCKEN_veh_medium18t_electro_112787_0	67824.0	31672.0	66906.91220523659	-118.39399828711991	11
freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_159381_8	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_159381_8	71490.0	33199.0	175368.0145731962	-45.178530235958334	7
freight_edeka_DISCOUNTER_TIEFKUEHL_veh_heavy26t_frozen_19384_2	org.matsim.vehicles.VehicleType@3ce53f6a	-1	freight_edeka_DISCOUNTER_TIEFKUEHL_veh_heavy26t_frozen_19384_2	58890.0	23319.0	113225.51125929055	-38.40200745627538	55
freight_kaiser_SUPERMARKT_TIEFKUEHL_veh_heavy26t_frozen_112414_0	org.matsim.vehicles.VehicleType@3ce53f6a	-1	freight_kaiser_SUPERMARKT_TIEFKUEHL_veh_heavy26t_frozen_112414_0	73696.0	27416.0	106245.28751756049	-63.154057363234465	59
freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_electro_159381_6	org.matsim.vehicles.VehicleType@e8e0dec	-1	freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_electro_159381_6	53292.0	22843.0	83125.65751840449	-52.08022658674874	5
freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_8	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_8	63904.0	28155.0	158603.61006339436	-31.695081257525807	9
freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_9	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_9	70244.0	30962.0	212673.66368949262	-9.22244532803981	11
freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_6	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_6	66936.0	30032.0	203814.46272309948	-10.601109975523205	9
freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_electro_159381_9	org.matsim.vehicles.VehicleType@e8e0dec	-1	freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_electro_159381_9	69574.0	31884.0	96304.09485008816	-86.89265170793642	9
freight_norma_DISCOUNTER_FRISCHE_veh_heavy26t_132345_0	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_norma_DISCOUNTER_FRISCHE_veh_heavy26t_132345_0	55794.0	23559.0	118953.52962321645	-35.74023515244489	23
freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_7	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_7	57764.0	24717.0	157575.70240265413	-15.53757939022164	11
freight_norma_DISCOUNTER_FRISCHE_veh_heavy26t_132345_1	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_norma_DISCOUNTER_FRISCHE_veh_heavy26t_132345_1	56182.0	23752.0	103437.1496603559	-47.08190972756159	33
freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_4	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_4	70808.0	32148.0	180052.60758817097	-36.88995291592528	7
freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_5	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_rewe_SUPERMARKT_TROCKEN_veh_heavy26t_160444_5	54982.0	23140.0	152648.95766215984	-11.111198366352838	9
freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_159381_2	org.matsim.vehicles.VehicleType@75fa1be3	-1	freight_lidl_DISCOUNTER_TROCKEN_veh_heavy26t_159381_2	57230.0	25532.0	96865.42988981685	-60.206961973822665	5
