carrierId	shipmentId	driverId	vehicleId	onTimePickup	onTimeDelivery	pickupTime	deliveryTime	deliveryDurationrewe_VERBRAUCHERMARKT_FRISCHE	175_rewe	?-1	-1	false	false	0.0	0.0	0.050113.05474755725
rewe_VERBRAUCHERMARKT_FRISCHE	176_rewe	?-1	-1	false	false	0.0	0.0	0.034923.485340704356
